iter	F1	Logloss
0	0.9014084507	0.5370291488
1	0.921859545	0.4460955575
2	0.9332003988	0.3837815084
3	0.9431704885	0.3331270837
4	0.9450549451	0.2962291958
5	0.9511465603	0.2660620672
6	0.9571286142	0.2454769487
7	0.958958959	0.2280312098
8	0.9600798403	0.2095972553
9	0.965034965	0.196086634
10	0.9700598802	0.1848140067
11	0.9721115538	0.1734477406
12	0.9740518962	0.1645291876
13	0.9760956175	0.1538946989
14	0.9780876494	0.1452814025
15	0.9791044776	0.1398110239
16	0.9810568295	0.1331880606
17	0.9810568295	0.1265231388
18	0.9810568295	0.1217801669
19	0.9820717131	0.1161798583
20	0.9820717131	0.1113594115
21	0.9840319361	0.107980203
22	0.985014985	0.102159233
23	0.985014985	0.09733347835
24	0.986	0.0938669192
25	0.988	0.08911565676
26	0.988988989	0.086537115
27	0.988988989	0.08632033277
28	0.9910269192	0.08276660812
29	0.9910269192	0.07997499094
30	0.9910269192	0.07975191267
31	0.995004995	0.07629401765
32	0.994011976	0.07396238169
33	0.994011976	0.07385448699
34	0.995004995	0.07202714987
35	0.995004995	0.07188030306
36	0.995004995	0.07035824105
37	0.995004995	0.07027814538
38	0.996	0.06896347894
39	0.996	0.06808086455
40	0.996996997	0.06484729149
41	0.996996997	0.06275139421
42	0.996996997	0.06089475251
43	0.996996997	0.05938363081
44	0.996996997	0.0593154978
45	0.997995992	0.05731344342
46	0.997995992	0.05725239585
47	0.998996991	0.05547482428
48	0.998996991	0.05424242
49	0.998996991	0.05265753738
50	0.998996991	0.05164790016
51	0.998996991	0.0508434421
52	0.998996991	0.04927038363
53	0.998996991	0.04781886935
54	0.998996991	0.04639181603
55	0.998996991	0.04510628445
56	0.998996991	0.04414334873
57	0.998996991	0.04293566991
58	1	0.04167295692
59	1	0.04091014539
60	1	0.04028521332
61	1	0.03922039135
62	1	0.0381736308
63	1	0.03726090473
64	1	0.03648114749
65	1	0.03583110688
66	1	0.03503202273
67	1	0.03419784548
68	1	0.03356201925
69	1	0.03300645946
70	1	0.03242533341
71	1	0.03191486909
72	1	0.03111004576
73	1	0.03063575649
74	1	0.03011888177
75	1	0.03009501801
76	1	0.02966767942
77	1	0.02964144006
78	1	0.02957531091
79	1	0.02957518711
80	1	0.02956257119
81	1	0.02955067931
82	1	0.02953825263
83	1	0.02952967266
84	1	0.0292307887
85	1	0.02921735513
86	1	0.02883774317
87	1	0.02824658216
88	1	0.0275750403
89	1	0.02688180328
90	1	0.02643571421
91	1	0.02602357596
92	1	0.0255952029
93	1	0.02523137481
94	1	0.02477523221
95	1	0.02450887714
96	1	0.02403670481
97	1	0.02350473142
98	1	0.02350470184
99	1	0.02310646765
100	1	0.02270564848
101	1	0.02269164025
102	1	0.02267994359
103	1	0.02242566386
104	1	0.0219857242
105	1	0.02171143593
106	1	0.02139163393
107	1	0.02110433442
108	1	0.02077246947
109	1	0.02051329346
110	1	0.02031804068
111	1	0.0199722898
112	1	0.01970587708
113	1	0.01942265811
114	1	0.01919925762
115	1	0.01888617888
116	1	0.01858029365
117	1	0.01834201599
118	1	0.01807050848
119	1	0.01789505495
120	1	0.01765128323
121	1	0.01738479058
122	1	0.01716973072
123	1	0.01688308413
124	1	0.01665386202
125	1	0.01650852621
126	1	0.01628491573
127	1	0.01613642056
128	1	0.01602053333
129	1	0.01591757202
130	1	0.01577077668
131	1	0.01575963743
132	1	0.01570344808
133	1	0.01562572117
134	1	0.01562360245
135	1	0.01558292164
136	1	0.01554198633
137	1	0.01554194657
138	1	0.01553738247
139	1	0.01553348522
140	1	0.01553027386
141	1	0.01553024073
142	1	0.015373947
143	1	0.01537385276
144	1	0.01519906149
145	1	0.01502044537
146	1	0.01502042171
147	1	0.0149579274
148	1	0.01495630571
149	1	0.01474212857
150	1	0.014741919
151	1	0.01473812096
152	1	0.01454012439
153	1	0.01453657296
154	1	0.01453654956
155	1	0.01453531315
156	1	0.01453354625
157	1	0.01450093131
158	1	0.0144977105
159	1	0.01449519278
160	1	0.0144939523
161	1	0.0144687742
162	1	0.01432079259
163	1	0.01417201546
164	1	0.01398643051
165	1	0.01398635243
166	1	0.01398629502
167	1	0.01378817974
168	1	0.01362382635
169	1	0.01362232922
170	1	0.0135884316
171	1	0.01344870999
172	1	0.01344601112
173	1	0.01336911469
174	1	0.01321283884
175	1	0.01307387335
176	1	0.01295448735
177	1	0.01280655706
178	1	0.01270459112
179	1	0.01259691012
180	1	0.01248783155
181	1	0.01240521798
182	1	0.01220898624
183	1	0.01208890878
184	1	0.01194992302
185	1	0.01181539785
186	1	0.01172471077
187	1	0.01160412912
188	1	0.01150247119
189	1	0.01139579237
190	1	0.01139254737
191	1	0.01128608726
192	1	0.01116464478
193	1	0.01108314929
194	1	0.01098861232
195	1	0.01090198324
196	1	0.01081624754
197	1	0.01072040245
198	1	0.01065539222
199	1	0.01056556345
200	1	0.01048366613
201	1	0.01041362682
202	1	0.01034028292
203	1	0.01025806688
204	1	0.010200839
205	1	0.01018768774
206	1	0.01008493921
207	1	0.009981592397
208	1	0.009912436058
209	1	0.009817388443
210	1	0.009741316962
211	1	0.009690791776
212	1	0.009643315188
213	1	0.009592617013
214	1	0.009531077136
215	1	0.009480750244
216	1	0.009441127142
217	1	0.009367684467
218	1	0.009301046139
219	1	0.009258479268
220	1	0.009239997248
221	1	0.009159397055
222	1	0.009080297865
223	1	0.009003554564
224	1	0.008992035213
