iter	F1	Logloss
0	0.9153846154	0.5402829665
1	0.9389788294	0.446080669
2	0.9510664994	0.3779041146
3	0.95	0.3298916648
4	0.954887218	0.2931328483
5	0.9572864322	0.2630197408
6	0.9621212121	0.2412823334
7	0.9636135508	0.2198798631
8	0.9649122807	0.2064801275
9	0.9686323714	0.1917464789
10	0.9710691824	0.1803814343
11	0.9710691824	0.1691886331
12	0.9710691824	0.1611580549
13	0.9710691824	0.1608761149
14	0.9748110831	0.153042091
15	0.9748743719	0.1457167134
16	0.9749373434	0.1421325362
17	0.9773869347	0.1398163101
18	0.9773869347	0.1396479698
19	0.9773869347	0.1392319748
20	0.9785624212	0.1345813829
21	0.9785624212	0.1340854956
22	0.9773299748	0.1317998594
23	0.9773299748	0.1245421173
24	0.9786700125	0.118426885
25	0.9786700125	0.1169343744
26	0.9825	0.1123317242
27	0.9825	0.1122479011
28	0.9850374065	0.1084082119
29	0.9850374065	0.108166873
30	0.9850374065	0.1081206577
31	0.9837702871	0.1062806277
32	0.986267166	0.1012674471
33	0.9887359199	0.09646059837
34	0.9912609238	0.09184203128
35	0.9925	0.08869519627
36	0.9925	0.08855528116
37	0.99	0.08532662225
38	0.99	0.08513644763
39	0.9912390488	0.08360581276
40	0.9912390488	0.08114019854
41	0.9925	0.07756577143
42	0.9925	0.07432639136
43	0.9937421777	0.0717502936
44	0.995	0.07147974216
45	0.995	0.06872220441
46	0.995	0.06863530935
47	0.995	0.06859731643
48	0.995	0.06853788869
49	0.995	0.06544996923
50	0.9974937343	0.06308586786
51	0.9987452949	0.06228305412
52	0.9987452949	0.06179141322
53	0.9987452949	0.05965043719
54	0.9987452949	0.05758957272
55	0.9987452949	0.05654577808
56	0.9987452949	0.05595777711
57	0.9987452949	0.05569246519
58	0.9987452949	0.05360720933
59	1	0.05154573219
60	1	0.05152730448
61	1	0.05029324992
62	1	0.04933633717
63	1	0.04805391838
64	1	0.04785946904
65	1	0.04669583896
66	1	0.04517300873
67	1	0.04476962927
68	1	0.04381335489
69	1	0.04211292451
70	1	0.04090510338
71	1	0.03967931453
72	1	0.03893928399
73	1	0.03823850265
74	1	0.03821625264
75	1	0.03816361803
76	1	0.03809973533
77	1	0.03805950103
78	1	0.03741016297
79	1	0.03735963874
80	1	0.03643438999
81	1	0.03561024621
82	1	0.03487033258
83	1	0.0340277257
84	1	0.03398029353
85	1	0.03303352092
86	1	0.03220441332
87	1	0.03173301892
88	1	0.03096293512
89	1	0.03030561226
90	1	0.02966715936
91	1	0.02910930008
92	1	0.02855398765
93	1	0.02796935644
94	1	0.02749382157
95	1	0.02706074472
96	1	0.02644418809
97	1	0.02643853066
98	1	0.02642146418
99	1	0.02635239546
100	1	0.02604521065
101	1	0.02602753544
102	1	0.02556375573
103	1	0.0254982274
104	1	0.02530122403
105	1	0.02529743476
106	1	0.02517145736
107	1	0.02481864118
108	1	0.02461051931
109	1	0.02437092442
110	1	0.02427813629
111	1	0.02426649504
112	1	0.02426649207
113	1	0.02386670119
114	1	0.02385814494
115	1	0.02344711607
116	1	0.02315915668
117	1	0.02268903451
118	1	0.02239339267
119	1	0.0220796862
120	1	0.02170257817
121	1	0.02166961473
122	1	0.02136384507
123	1	0.02135873232
124	1	0.02135856984
125	1	0.02135030915
126	1	0.02135027371
127	1	0.02104084191
128	1	0.02077327533
129	1	0.02044525697
130	1	0.02044524813
131	1	0.0203820706
132	1	0.02037705378
133	1	0.02012383628
134	1	0.01976113603
135	1	0.01949435285
136	1	0.01925212457
137	1	0.01898167871
138	1	0.0189813936
139	1	0.01880332873
140	1	0.01854767028
141	1	0.01824143035
142	1	0.01799918328
143	1	0.0177507791
144	1	0.01775073107
145	1	0.01774898023
146	1	0.01774486155
147	1	0.01769952361
148	1	0.01768100893
149	1	0.01765900732
150	1	0.01748421093
151	1	0.01748421093
152	1	0.01748389009
153	1	0.01724325875
154	1	0.01710299654
155	1	0.0170810987
156	1	0.01704912966
157	1	0.01702075697
158	1	0.0168325904
159	1	0.01658578647
160	1	0.01651915034
161	1	0.01629446257
162	1	0.01629087453
163	1	0.01628498069
164	1	0.01623533646
165	1	0.01623523615
166	1	0.01623024741
167	1	0.01622995968
168	1	0.0160180829
169	1	0.01585593778
170	1	0.01564769665
171	1	0.01542696753
172	1	0.01525717174
173	1	0.01513284827
174	1	0.01495101473
175	1	0.01484802723
176	1	0.01484801851
177	1	0.01473034623
178	1	0.01462082614
179	1	0.01462080383
180	1	0.01452201273
181	1	0.0145088262
182	1	0.01431961957
183	1	0.014319393
184	1	0.01420227473
185	1	0.01401871713
186	1	0.01386606516
187	1	0.01376637525
188	1	0.01373863226
189	1	0.01365769111
190	1	0.01350938791
191	1	0.01335914839
192	1	0.01335914272
193	1	0.01322339639
194	1	0.01321999042
195	1	0.01321983598
196	1	0.01310827199
197	1	0.01310825631
198	1	0.01309705368
199	1	0.01304478556
200	1	0.01296862602
201	1	0.01296861137
202	1	0.01296857396
203	1	0.01296852489
204	1	0.01294495193
205	1	0.01282374133
206	1	0.01276895722
207	1	0.01276408607
208	1	0.01276408568
209	1	0.01276404207
210	1	0.01271929185
211	1	0.01271919059
212	1	0.01259311606
213	1	0.01258868165
214	1	0.01256783403
215	1	0.01249486515
216	1	0.01243339292
217	1	0.01234387024
218	1	0.01234018265
219	1	0.01233524679
220	1	0.0123007312
221	1	0.01218421811
222	1	0.01217988151
223	1	0.01217894736
224	1	0.01208809547
