iter	F1	Logloss
0	0.9111969112	0.5533832414
1	0.9408805031	0.4575091533
2	0.9375	0.3863783049
3	0.9486858573	0.3323495831
4	0.9589041096	0.2948204712
5	0.961298377	0.2663127568
6	0.9652605459	0.2398767904
7	0.9714993804	0.2160464529
8	0.9725685786	0.2009529056
9	0.9775561097	0.1868418567
10	0.9812734082	0.1732576973
11	0.9812734082	0.1608113371
12	0.9825436409	0.1507100628
13	0.9813200498	0.1426694644
14	0.9825436409	0.1355054895
15	0.986267166	0.1286359204
16	0.986267166	0.1209727621
17	0.9887359199	0.114787665
18	0.9887359199	0.110632012
19	0.9887359199	0.1056233234
20	0.9887359199	0.1007945882
21	0.9887359199	0.09680042269
22	0.992481203	0.09221459647
23	0.992481203	0.08871216228
24	0.9949748744	0.08496742808
25	0.9962264151	0.08185695752
26	0.9962264151	0.07927964392
27	0.9962264151	0.07647013557
28	0.9962264151	0.07343808181
29	0.9962264151	0.07102001593
30	0.9962264151	0.07083033388
31	0.9962264151	0.070737291
32	0.9974874372	0.06928891691
33	0.9974874372	0.0676478623
34	0.9987421384	0.06571902315
35	0.9987421384	0.06479904808
36	0.9987421384	0.06243974205
37	0.9987421384	0.06037743066
38	0.9987421384	0.05965821705
39	0.9987421384	0.05955223694
40	0.9987421384	0.05826489575
41	0.9987421384	0.05615578462
42	0.9987421384	0.05608672839
43	0.9987421384	0.0560186351
44	0.9987421384	0.0541590489
45	0.9987421384	0.05253502083
46	0.9987421384	0.05048719904
47	0.9987421384	0.04904265902
48	0.9987421384	0.04709696483
49	0.9987421384	0.04601711141
50	0.9987421384	0.04448702807
51	0.9987421384	0.04444065945
52	0.9987421384	0.04318017841
53	0.9987421384	0.04185698844
54	0.9987421384	0.04068398477
55	1	0.0395632645
56	1	0.03883908399
57	1	0.037961876
58	1	0.03698204006
59	1	0.03638791398
60	1	0.03633863766
61	1	0.03629426195
62	1	0.03627402483
63	1	0.03550940676
64	1	0.03474949793
65	1	0.03399596857
66	1	0.03344024657
67	1	0.03293257785
68	1	0.03231576504
69	1	0.0319076972
70	1	0.03120992916
71	1	0.03039564791
72	1	0.03037839554
73	1	0.02973704596
74	1	0.02934491988
75	1	0.02933187801
76	1	0.02931213052
77	1	0.02928766591
78	1	0.02926490801
79	1	0.02868543392
80	1	0.02814246155
81	1	0.02767610165
82	1	0.02708256551
83	1	0.02660250626
84	1	0.02608239707
85	1	0.02564311279
86	1	0.02526595781
87	1	0.02474702919
88	1	0.02434819355
89	1	0.02398721827
90	1	0.02365524959
91	1	0.02330145509
92	1	0.02304078249
93	1	0.02265540874
94	1	0.02263427468
95	1	0.02224702354
96	1	0.02192656849
97	1	0.02192165924
98	1	0.02161794629
99	1	0.02124019182
100	1	0.02098014671
101	1	0.02064425941
102	1	0.02044473366
103	1	0.02013102985
104	1	0.01982021593
105	1	0.01956944647
106	1	0.0193579455
107	1	0.01923035431
108	1	0.01897846603
109	1	0.01866394215
110	1	0.01843617936
111	1	0.01823264362
112	1	0.0180142509
113	1	0.01776899611
114	1	0.01752610439
115	1	0.01727411452
116	1	0.01710225346
117	1	0.01688830506
118	1	0.01671642447
119	1	0.01654846994
120	1	0.01638486979
121	1	0.01624303357
122	1	0.0161163734
123	1	0.01605066848
124	1	0.01595057067
125	1	0.01569824065
126	1	0.01558789476
127	1	0.0154864552
128	1	0.01547060355
129	1	0.01535986767
130	1	0.01522992937
131	1	0.0151378331
132	1	0.01509116641
133	1	0.01500274504
134	1	0.01497216281
135	1	0.01488985441
136	1	0.01478632591
137	1	0.01472063111
138	1	0.01458232403
139	1	0.01441429683
140	1	0.0143281887
141	1	0.01422116226
142	1	0.01406518501
143	1	0.01397616316
144	1	0.0139605703
145	1	0.0139604113
146	1	0.01388262538
147	1	0.01388260997
148	1	0.01388241146
149	1	0.01388240785
150	1	0.01387678894
151	1	0.01387674301
152	1	0.01387040264
153	1	0.01379498152
154	1	0.01360043207
155	1	0.01360042148
156	1	0.01360041074
157	1	0.01360040438
158	1	0.01359610192
159	1	0.01359597916
160	1	0.01359259293
161	1	0.01359245714
162	1	0.01359206406
163	1	0.01359204496
164	1	0.01358994328
165	1	0.01358821702
166	1	0.01358657383
167	1	0.01352237134
168	1	0.01352229635
169	1	0.01352225575
170	1	0.01352223551
171	1	0.01343317168
172	1	0.01343129638
173	1	0.01336864998
174	1	0.01336424956
175	1	0.01336148368
176	1	0.01335602278
177	1	0.01330266186
178	1	0.01329972596
179	1	0.01322144486
180	1	0.01322086543
181	1	0.01321861243
182	1	0.01313601438
183	1	0.01309221637
184	1	0.01307312327
185	1	0.01293597849
186	1	0.01293533391
187	1	0.0128120245
188	1	0.01280754673
189	1	0.01280752759
190	1	0.0128022834
191	1	0.0128022364
192	1	0.01280222886
193	1	0.01280202223
194	1	0.01280189177
195	1	0.01280117418
196	1	0.01280046077
197	1	0.01280033069
198	1	0.01279625866
199	1	0.0127114049
200	1	0.01270998524
201	1	0.01268169174
202	1	0.01268067327
203	1	0.01265323076
204	1	0.01265146584
205	1	0.01264944483
206	1	0.0126493545
207	1	0.01264790159
208	1	0.01264693742
209	1	0.01256685348
210	1	0.01241502948
211	1	0.01225416889
212	1	0.01212887953
213	1	0.01200686714
214	1	0.01184257536
215	1	0.01175659963
216	1	0.01160686473
217	1	0.01150141575
218	1	0.01135143907
219	1	0.01123216784
220	1	0.01113899109
221	1	0.01104409404
222	1	0.01093256223
223	1	0.01083149303
224	1	0.01074543914
